mol_id,smiles
gdb_41127,C1CC23C=CC4N2CC134
gdb_41128,C1NC23C=CC4C2NC134
gdb_41129,C1NC23C=CC4C2OC134
gdb_41130,C1OC23C=CC4C2CC134
gdb_41131,C1OC23C=CC4C2NC134
gdb_41132,C1OC23C=CC4C2OC134
gdb_41133,C1OC23CC4C2C=CC134
gdb_41134,C1OC23CN4C2C=CC134
gdb_41135,C1CC23C=CCC2CC13
gdb_41136,C1CC23C=CCC2OC13
gdb_41137,C1CC23N=COC2CC13
gdb_41138,C1NC23C=CCC2OC13
gdb_41139,C1OC23C=CCC2CC13
gdb_41140,C1OC23C=CCC2NC13
gdb_41141,C1OC23C=CCC2OC13
gdb_41142,C1OC2CC3CC=CC123
gdb_41143,C1OC2CC3OC=NC123
gdb_41144,C1OC2CN3CC=CC123
gdb_41145,C1CC23CC(C2)C=CC13
gdb_41146,C1CC23CC(O2)C=CC13
gdb_41147,C1OC23CC(C2)C=CC13
gdb_41148,C1OC2C=CC3CC12C3
gdb_41149,C1OC2C=CC3CC12O3
gdb_41150,C1CC23CC(C2)CCC13
gdb_41151,C1CC23CC(C2)COC13
gdb_41152,C1CC23CC(C2)OCC13
gdb_41153,C1CC23CC(CCC12)O3
gdb_41154,C1CC23CC(COC12)O3
gdb_41155,C1OC23CC(C2)CCC13
gdb_41156,C1OC23CC(C2)COC13
gdb_41157,C1OC23CC(C2)OCC13
gdb_41158,C1OC2CCC3CC12C3
gdb_41159,C1OC2CCC3CC12O3
gdb_41160,C1OC2COC3CC12C3
gdb_41161,C1CC23CC(C=CC2)C13
gdb_41162,C1CC23CC(N=CO2)C13
gdb_41163,C1CC23CC=CC(O2)C13
gdb_41164,C1NC2C3CC12OC=N3
gdb_41165,C1OC23CC(C=CC2)C13
gdb_41166,C1OC2C3CC12CC=C3
gdb_41167,C1OC2C3CC12OC=N3
gdb_41168,C1OC2C3NC12CC=C3
gdb_41169,C1OC2C3OC12CC=C3
gdb_41170,C1CC23CC(CC12)C=C3
gdb_41171,C1CC23CC(OC12)C=C3
gdb_41172,C1CC23OC(CC12)C=C3
gdb_41173,C1CC23OC(OC12)C=C3
gdb_41174,C1OC23CC(CC12)C=C3
gdb_41175,C1OC23CC(OC12)C=C3
gdb_41176,C1OC2CC3CC12C=C3
gdb_41177,C1OC2CC3OC12C=C3
gdb_41178,C1CC23CC(CC=C2)C13
gdb_41179,C1CC23CC(OC=N2)C13
gdb_41180,C1CC23OC(CC=C2)C13
gdb_41181,C1NC2C3CC12N=CO3
gdb_41182,C1NC2C3CC=CC12O3
gdb_41183,C1OC23CC(CC=C2)C13
gdb_41184,C1OC23CN(CC=C2)C13
gdb_41185,C1OC2C3CC12C=CC3
gdb_41186,C1OC2C3CC12N=CO3
gdb_41187,C1OC2C3CC=CC12N3
gdb_41188,C1OC2C3CC=CC12O3
gdb_41189,C1CC23CC(CCC2)C13
gdb_41190,C1CC23CC(CCO2)C13
gdb_41191,C1CC23CC(COC2)C13
gdb_41192,C1CC23CC(COC2)N13
gdb_41193,C1CC23CC(OCC2)C13
gdb_41194,C1CC23CC(OCO2)C13
gdb_41195,C1CC23CCCC(O2)C13
gdb_41196,C1CC23CN(CCO2)C13
gdb_41197,C1CC23COCC(O2)C13
gdb_41198,C1NC2C3COCC12O3
gdb_41199,C1OC23CC(CCC2)C13
gdb_41200,C1OC23CC(COC2)C13
gdb_41201,C1OC23CC(OCC2)C13
gdb_41202,C1OC23CN(CCC2)C13
gdb_41203,C1OC2C3CC12CCC3
gdb_41204,C1OC2C3CC12CCO3
gdb_41205,C1OC2C3CC12COC3
gdb_41206,C1OC2C3CC12OCC3
gdb_41207,C1OC2C3CC12OCO3
gdb_41208,C1OC2C3CCCC12O3
gdb_41209,C1OC2C3COCC12N3
gdb_41210,C1OC2C3COCC12O3
gdb_41211,C1CC23CC4(CCC24)C13
gdb_41212,C1CC23CC4(CCN24)C13
gdb_41213,C1CC23CC4(COC24)C13
gdb_41214,C1CC23CC4(COC24)N13
gdb_41215,C1CC23CC4(OCC24)C13
gdb_41216,C1CC23NC4(COC24)C13
gdb_41217,C1CC23OC4(CCC24)C13
gdb_41218,C1CC23OC4(CNC24)C13
gdb_41219,C1CC23OC4(COC24)C13
gdb_41220,C1NC2C11OC22CNC12
gdb_41221,C1NC2C11OC22COC12
gdb_41222,C1OC23CC4(COC24)C13
gdb_41223,C1OC23CC4(OCC24)C13
gdb_41224,C1OC2C11CC22COC12
gdb_41225,C1OC2C11NC22COC12
gdb_41226,C1OC2C11OC22COC12
gdb_41227,C1CC23CC4C(C12)N4C3
gdb_41228,C1CC23CC4C(C2)C4C13
gdb_41229,C1CC23CC4C(C2)N4C13
gdb_41230,C1CC23CC4C(O2)C4C13
gdb_41231,C1OC23CC4C(C12)N4C3
gdb_41232,C1OC23CC4C(C2)C4C13
gdb_41233,C1OC23CC4C(C2)N4C13
gdb_41234,C1OC2C3C4CC12CC34
gdb_41235,C1OC2C3C4CC12CN34
gdb_41236,C1OC2C3C4CC12OC34
gdb_41237,C1C2C3CC4(COC24)C13
gdb_41238,C1C2C3OCC33CN2C13
gdb_41239,C1CC23CC4C(CC24)C13
gdb_41240,C1CC23CC4C(OC24)C13
gdb_41241,C1CC23CN4C(CC24)C13
gdb_41242,C1CC23NC4C(OC24)C13
gdb_41243,C1CC23OC4C(CC24)C13
gdb_41244,C1CC23OC4C(NC24)C13
gdb_41245,C1CC23OC4C(OC24)C13
gdb_41246,C1OC23CC4C(CC24)C13
gdb_41247,C1OC23CC4C(OC24)C13
gdb_41248,C1OC23CC4C2CN4C13
gdb_41249,C1OC23CN4C(CC24)C13
gdb_41250,C1C2C3OC4(COC24)C13
gdb_41251,C1C2C3CC4(COC24)N13
gdb_41252,C1OC2C3NC4C3NC124
gdb_41253,C1OC2C3NC4C3OC124
gdb_41254,C1OC2C3OC4C3CC124
gdb_41255,C1OC2C3OC4C3NC124
gdb_41256,C1OC2C3OC4C3OC124
gdb_41257,C1C2CC34COC3C1C24
gdb_41258,C1C2CC34COC3C1N24
gdb_41259,C1C2OC34COC3C1C24
gdb_41260,C1CC23CC4CC(C12)C34
gdb_41261,C1CC23CC4CC(C12)N34
gdb_41262,C1CC23CC4CN(C12)C34
gdb_41263,C1CC23CC4OC(C12)C34
gdb_41264,C1CC23CN4CC(C12)C34
gdb_41265,C1CC23CN4CC(C24)N13
gdb_41266,C1CC23OC4CC(C12)C34
gdb_41267,C1CC23OC4CN(C12)C34
gdb_41268,C1OC23CC4CC(C12)C34
gdb_41269,C1OC23CC4CN(C12)C34
gdb_41270,C1OC23CC4OC(C12)C34
gdb_41271,C1OC23CN4CC(C12)C34
gdb_41272,C1C2C3OCC33CN1C23
gdb_41273,C1OC2C3OC4CC12C34
gdb_41274,C1CC23CC4CC12CC34
gdb_41275,C1CC23CC4CC12CN34
gdb_41276,C1CC23CC4CC12OC34
gdb_41277,C1CC23CC4OC12CC34
gdb_41278,C1CC23CN4CC12CC34
gdb_41279,C1CC23NC4CC12OC34
gdb_41280,C1CC23OC4CC12CC34
gdb_41281,C1CC23OC4CC12NC34
gdb_41282,C1CC23OC4CC12OC34
gdb_41283,C1OC23CC4C(C2)OC134
gdb_41284,C1OC23CC4C(CC124)C3
gdb_41285,C1OC23CC4CC12CC34
gdb_41286,C1OC23CC4CC12NC34
gdb_41287,C1OC23CC4CC12OC34
gdb_41288,C1OC23CC4N(CC124)C3
gdb_41289,C1OC23CC4OC12CC34
gdb_41290,C1OC23CN4C(CC124)C3
gdb_41291,C1OC23CN4CC12CC34
gdb_41292,C1C2CC34COC3C2C14
gdb_41293,C1CC23CC4CC2C4C13
gdb_41294,C1CC23CC4CC2N4C13
gdb_41295,C1CC23CC4OC2C4C13
gdb_41296,C1CC23CC4OC2C4N13
gdb_41297,C1CC23OC4CC2C4C13
gdb_41298,C1OC23CC4CC2C4C13
gdb_41299,C1OC23CC4CC2N4C13
gdb_41300,C1OC23CC4OC2C4C13
gdb_41301,C1OC23CN4CC2C4C13
gdb_41302,C1OC2C3C4CC12C3O4
gdb_41303,C1C2OC34COC3C2C14
gdb_41304,C1C2CC34COC3C2N14
gdb_41305,C1C2C3C4OCC24CN13
gdb_41306,C1CC23CC4CC2CC134
gdb_41307,C1CC23CC4OC2CC134
gdb_41308,C1CC23OC4CC2CC134
gdb_41309,C1CC23OC4CC2NC134
gdb_41310,C1CC23OC4CC2OC134
gdb_41311,C1OC23CC4CC2CC134
gdb_41312,C1OC23CC4CC2NC134
gdb_41313,C1OC23CC4CC2OC134
gdb_41314,C1OC23CC4OC2CC134
gdb_41315,C1OC23CN4CC2CC134
gdb_41316,C1CC23CC=CC2CC13
gdb_41317,C1CC23CC=CC2OC13
gdb_41318,C1CC23OC=NC2CC13
gdb_41319,C1OC23CC=CC2CC13
gdb_41320,C1OC23CC=CC2NC13
gdb_41321,C1OC23CC=CC2OC13
gdb_41322,C1OC2CC3C=CCC123
gdb_41323,C1OC2CC3N=COC123
gdb_41324,C1OC2CN3C=NCC123
gdb_41325,C1CC23CCC(C=C2)C13
gdb_41326,C1CC23COC(C=C2)C13
gdb_41327,C1CC23OCC(C=C2)C13
gdb_41328,C1OC23CCC(C=C2)C13
gdb_41329,C1OC23COC(C=C2)C13
gdb_41330,C1OC2C3CCC12C=C3
gdb_41331,C1OC2C3COC12C=C3
gdb_41332,C1OC2C3OCC12C=C3
gdb_41333,C1CC23CC(CO2)CC13
gdb_41334,C1CC23CC(CO2)OC13
gdb_41335,C1CC23CCC(C2)OC13
gdb_41336,C1CC23CCC(CC12)C3
gdb_41337,C1CC23CCC(CC12)O3
gdb_41338,C1CC23CCC(OC12)O3
gdb_41339,C1CC23COC(C2)OC13
gdb_41340,C1CC23COC(CC12)C3
gdb_41341,C1CC23COC(CC12)O3
gdb_41342,C1OC23CCC(C2)OC13
gdb_41343,C1OC23CCC(CC12)C3
gdb_41344,C1OC23COC(C2)OC13
gdb_41345,C1OC23COC(CC12)C3
gdb_41346,C1OC2CC3CC12CO3
gdb_41347,C1OC2CC3CCC12C3
gdb_41348,C1OC2CC3CCC12O3
gdb_41349,C1OC2CC3COC12C3
gdb_41350,C1OC2CC3OCC12O3
gdb_41351,C1CC23CCC(CC2)C13
gdb_41352,C1CC23CCC(CO2)C13
gdb_41353,C1CC23CCC(OC2)C13
gdb_41354,C1CC23COC(CO2)C13
gdb_41355,C1CC23COC(OC2)C13
gdb_41356,C1OC23CCC(CC2)C13
gdb_41357,C1OC23CCC(OC2)C13
gdb_41358,C1OC23COC(OC2)C13
gdb_41359,C1OC2C3CCC12CC3
gdb_41360,C1OC2C3CCC12CO3
gdb_41361,C1OC2C3CCC12OC3
gdb_41362,C1OC2C3CNC12CO3
gdb_41363,C1OC2C3COC12CO3
gdb_41364,C1OC2C3OCC12CO3
gdb_41365,C1CC23CCC12CC=C3
gdb_41366,C1CC23CCC12OC=N3
gdb_41367,C1CC23COC12CC=C3
gdb_41368,C1CC23OCC12CC=C3
gdb_41369,C1NC23COC12C=CC3
gdb_41370,C1NC23COC12CC=C3
gdb_41371,C1OC23COC12CC=C3
gdb_41372,C1CC23CCC12CCC3
gdb_41373,C1CC23CCC12CCO3
gdb_41374,C1CC23CCC12COC3
gdb_41375,C1CC23CCC12OCO3
gdb_41376,C1CC23CCCC12CO3
gdb_41377,C1CC23COC12CCO3
gdb_41378,C1CC23COCC12CO3
gdb_41379,C1NC23COC12COC3
gdb_41380,C1OC23COC12CCC3
gdb_41381,C1OC23COC12COC3
gdb_41382,C1CC23CCC2=CCC13
gdb_41383,C1CC23COC2=NCC13
gdb_41384,C1CC23COC2CC=C13
gdb_41385,C1CC23OCC2=CCC13
gdb_41386,C1CC23OCC2CC=C13
gdb_41387,C1NC23COC2=NCC13
gdb_41388,C1NC23COC2CC=C13
gdb_41389,C1NC2=NCC3OCC123
gdb_41390,C1OC23CNC2=NCC13
gdb_41391,C1OC23COC2=NCC13
gdb_41392,C1OC23COC2CC=C13
gdb_41393,C1OC2CN=C3OCC123
gdb_41394,C1CC23CCC2C=CC13
gdb_41395,C1CC23COC2C=CC13
gdb_41396,C1CC23OCC2C=CC13
gdb_41397,C1OC23COC2C=CC13
gdb_41398,C1OC2C=CC3OCC123
gdb_41399,C1CC23CCC2CCC13
gdb_41400,C1CC23CCC2OCC13
gdb_41401,C1CC23COC2CCC13
gdb_41402,C1CC23COC2COC13
gdb_41403,C1CC23OCC2CCC13
gdb_41404,C1CC23OCC2COC13
gdb_41405,C1CC23OCC2OCC13
gdb_41406,C1NC23COC2COC13
gdb_41407,C1OC23COC2CCC13
gdb_41408,C1OC23COC2COC13
gdb_41409,C1OC2CCC3OCC123
gdb_41410,C1CC23CCC4C(C12)N34
gdb_41411,C1CC23CCC4C(C24)C13
gdb_41412,C1CC23CCC4C2N4C13
gdb_41413,C1CC23CCN4C(C24)C13
gdb_41414,C1CC23COC4C(C24)C13
gdb_41415,C1CC23COC4C(C24)N13
gdb_41416,C1CC23OCC4C(C24)C13
gdb_41417,C1CC23OCC4C2N4C13
gdb_41418,C1OC23CCC4C(C24)C13
gdb_41419,C1OC23CCC4C2N4C13
gdb_41420,C1OC23CCN4C(C24)C13
gdb_41421,C1OC23COC4C(C24)C13
gdb_41422,C1OC2C3C4CCC12C34
gdb_41423,C1OC2C3C4CCC12N34
gdb_41424,C1OC2C3C4COC12C34
gdb_41425,C1OC2C3C4N3CCC124
gdb_41426,C1OC2C3C4OCC12C34
gdb_41427,C1CC23CCC4C2C1C34
gdb_41428,C1CC23CCC4C2C1N34
gdb_41429,C1CC23CCN4C2C1C34
gdb_41430,C1CC23COC4C2C1C34
gdb_41431,C1CC23COC4C2N1C34
gdb_41432,C1CC23OCC4C2C1C34
gdb_41433,C1OC23CCN4C2C1C34
gdb_41434,C1OC23COC4C2C1C34
gdb_41435,C1OC2C3C4OCC13C24
gdb_41436,C1CC23CCC4C2CC134
gdb_41437,C1CC23CCC4N2CC134
gdb_41438,C1CC23CC4N2CCC134
gdb_41439,C1CC23COC4C2CC134
gdb_41440,C1CC23NC4C2OCC134
gdb_41441,C1CC23OC4C2CCC134
gdb_41442,C1CC23OC4C2OCC134
gdb_41443,C1CC23OCC4C2CC134
gdb_41444,C1CC23OCC4C2NC134
gdb_41445,C1CC23OCC4C2OC134
gdb_41446,C1NC23COC4C2NC134
gdb_41447,C1NC23COC4C2OC134
gdb_41448,C1OC23CC4C2CCC134
gdb_41449,C1OC23CC4C2COC134
gdb_41450,C1OC23CC4C2OCC134
gdb_41451,C1OC23CCC4C2CC134
gdb_41452,C1OC23CCC4C2NC134
gdb_41453,C1OC23CCC4C2OC134
gdb_41454,C1OC23CCN4C2CC134
gdb_41455,C1OC23CN4C2CCC134
gdb_41456,C1OC23COC4C2CC134
gdb_41457,C1OC23COC4C2NC134
gdb_41458,C1OC23COC4C2OC134
gdb_41459,C1CC23CCC=C2CC13
gdb_41460,C1CC23CCN=C2OC13
gdb_41461,C1CC23OCC=C2CC13
gdb_41462,C1NC23CCN=C2OC13
gdb_41463,C1OC23CCC=C2CC13
gdb_41464,C1OC23CCN=C2NC13
gdb_41465,C1OC23CCN=C2OC13
gdb_41466,C1OC2CC3=CCCC123
gdb_41467,C1OC2CC3=CCOC123
gdb_41468,C1CC23CCCC2CC13
gdb_41469,C1CC23CCCC2OC13
gdb_41470,C1CC23CCOC2CC13
gdb_41471,C1CC23CCOC2CN13
gdb_41472,C1CC23COCC2CC13
gdb_41473,C1CC23COCC2OC13
gdb_41474,C1CC23OCCC2CC13
gdb_41475,C1CC23OCCC2OC13
gdb_41476,C1CC23OCOC2CC13
gdb_41477,C1NC23COCC2OC13
gdb_41478,C1OC23CCCC2CC13
gdb_41479,C1OC23CCCC2OC13
gdb_41480,C1OC23CCOC2CC13
gdb_41481,C1OC23COCC2CC13
gdb_41482,C1OC23COCC2NC13
gdb_41483,C1OC23COCC2OC13
gdb_41484,C1C2CCCC22COC12
gdb_41485,C1OC2CC3CCOC123
gdb_41486,C1OC2CC3COCC123
gdb_41487,C1OC2CC3OCCC123
gdb_41488,C1OC2CC3OCOC123
gdb_41489,C1OC2CN3CCCC123
gdb_41490,C1CCC2=C(C1)CCC2
gdb_41491,C1CC2=C(C1)COCC2
gdb_41492,C1CCC2=C(C1)COC2
gdb_41493,C1COCC2=C1COC2
gdb_41494,C1CC2=CC3CC(C3)C12
gdb_41495,C1CC2=CC3CC(O3)C12
gdb_41496,C1NC2=NC3CN(C3)C12
gdb_41497,C1OC2=NC3CC(C3)C12
gdb_41498,C1OC2=NC3CN(C3)C12
gdb_41499,C1C2CC1C1OCC1=C2
gdb_41500,C1OC2C3CC(O3)C=C12
gdb_41501,C1CC2=CC=CC=CC12
gdb_41502,C1OC2C=CC=CC=C12
gdb_41503,C1CC2=CC=CCCC12
gdb_41504,C1CC2=CC=CCOC12
gdb_41505,C1OC2CCC=CC=C12
gdb_41506,C1CC2=CCC=CCC12
gdb_41507,C1CC2=CCN=COC12
gdb_41508,C1OC2=NCC=CCC12
gdb_41509,C1OC2CC=CCC=C12
gdb_41510,C1CC2=CCCC3C1C23
gdb_41511,C1CC2=CCOC3C1C23
gdb_41512,C1NC2=NCCN3C1C23
gdb_41513,C1OC2=NCCC3C1C23
gdb_41514,C1OC2=NCCC3C1N23
gdb_41515,C1OC2=NCCN3C1C23
gdb_41516,C1OC2C3CCC=C1C23
gdb_41517,C1OC2C3OCC=C1C23
gdb_41518,C1CC2=CCCC=CC12
gdb_41519,C1CC2=CCOC=NC12
gdb_41520,C1CN2C1=NCCN=C2
gdb_41521,C1OC2=NCCC=CC12
gdb_41522,C1OC2C=CCCC=C12
gdb_41523,C1CC=C2CCC=C2C1
gdb_41524,C1COC2=NCCC2=C1
gdb_41525,C1CC2=CCOCC2=C1
gdb_41526,C1CC2=CCOC2=NC1
gdb_41527,C1CC2=CCCCCC12
gdb_41528,C1CC2=CCCCOC12
gdb_41529,C1CC2=CCCOCC12
gdb_41530,C1CC2=CCOCCC12
gdb_41531,C1CC2=CCOCOC12
gdb_41532,C1NC2=NCCCOC12
gdb_41533,C1OC2=NCCCCC12
gdb_41534,C1OC2=NCCCNC12
gdb_41535,C1OC2=NCCCOC12
gdb_41536,C1OC2=NCCOCC12
gdb_41537,C1OC2CCCCC=C12
gdb_41538,C1OC2CCOCC=C12
gdb_41539,C1OC2COCCC=C12
gdb_41540,C1CC2C1C1C3CC1C23
gdb_41541,C1CC2C1C1C3OC1C23
gdb_41542,C1CN2C1C1C3OC1C23
gdb_41543,C1OC2C1C1C3CC1C23
gdb_41544,C1OC2C1C1C3CN1C23
gdb_41545,C1OC2C1C1C3OC1C23
gdb_41546,C1OC2C1N1C3CC1C23
gdb_41547,C1CC2C1C1C3CC2C13
gdb_41548,C1CC2C1C1C3OC2C13
gdb_41549,C1CN2C3C4OC(C34)C12
gdb_41550,C1OC2C1C1C3CC2C13
gdb_41551,C1OC2C1C1C3CC2N13
gdb_41552,C1OC2C1C1C3OC2C13
gdb_41553,C1OC2C3C4C(CN34)C12
gdb_41554,C1OC2C3C4CC(C12)N34
gdb_41555,C1OC2C3C4CC(C34)C12
gdb_41556,C1OC2C3C4CN(C34)C12
gdb_41557,C1OC2C3C4OC(C34)C12
gdb_41558,C1OC2C3CC4C3N4C12
gdb_41559,C1CC2C1C1CC2C=C1
gdb_41560,C1CC2C1C1OC2C=C1
gdb_41561,C1OC2C1C1CC2C=C1
gdb_41562,C1OC2C1C1OC2C=C1
gdb_41563,C1CC2C1C1CC=CC21
gdb_41564,C1CC2C1C1OC=NC21
gdb_41565,C1OC2C1C1C=CCC21
gdb_41566,C1OC2C1C1CC=CC21
gdb_41567,C1OC2C1C1N=COC21
gdb_41568,C1OC2C1C1OC=NC21
gdb_41569,C1OC2C1N1C=NCC21
gdb_41570,C1OC2C1N1CC=CC21
gdb_41571,C1CC2C1C1CCC2C1
gdb_41572,C1CC2C1C1CCC2O1
gdb_41573,C1CC2C1C1COC2C1
gdb_41574,C1CC2C1C1COC2O1
gdb_41575,C1OC2C1C1CC2CO1
gdb_41576,C1OC2C1C1CCC2C1
gdb_41577,C1OC2C1C1CCC2O1
gdb_41578,C1OC2C1C1COC2C1
gdb_41579,C1OC2C1C1COC2O1
gdb_41580,C1OC2C1C1OCC2O1
gdb_41581,C1CC2C1C1CCC=C21
gdb_41582,C1CC2C1C1OCC=C21
gdb_41583,C1OC2C1C1=CCCC21
gdb_41584,C1OC2C1C1=CCOC21
gdb_41585,C1OC2C1C1CCC=C21
gdb_41586,C1OC2C1C1OCC=C21
gdb_41587,C1OC2C1N1CCN=C21
gdb_41588,C1CC2C1C1CCCC21
gdb_41589,C1CC2C1C1CCOC21
gdb_41590,C1CC2C1C1COCC21
gdb_41591,C1CC2C1C1OCOC21
gdb_41592,C1CN2C1C1OCCC21
gdb_41593,C1OC2C1C1CCCC21
gdb_41594,C1OC2C1C1CCOC21
gdb_41595,C1OC2C1C1COCC21
gdb_41596,C1OC2C1C1OCCC21
gdb_41597,C1OC2C1C1OCOC21
gdb_41598,C1OC2C1N1CCCC21
gdb_41599,C1CC2C1C21CC=CC1
gdb_41600,C1CC2C1C21CN=CO1
gdb_41601,C1OC2C1C21CC=CC1
gdb_41602,C1OC2C1C21CN=CO1
gdb_41603,C1CC2C1C21CCC=C1
gdb_41604,C1CC2C1C21COC=N1
gdb_41605,C1CC2C1C21OCC=C1
gdb_41606,C1OC2C1C21CCC=C1
gdb_41607,C1OC2C1C21COC=N1
gdb_41608,C1OC2C1C21OCC=C1
gdb_41609,C1CC2C1C21CCCC1
gdb_41610,C1CC2C1C21CCCO1
gdb_41611,C1CC2C1C21CCOC1
gdb_41612,C1CC2C1C21COCO1
gdb_41613,C1CN2C1C21CCOC1
gdb_41614,C1OC2C1C21CCCC1
gdb_41615,C1OC2C1C21CCCO1
gdb_41616,C1OC2C1C21CCOC1
gdb_41617,C1OC2C1C21COCO1
gdb_41618,C1CC2=CC3COC3C12
gdb_41619,C1CC2=CC3OCC3C12
gdb_41620,C1CC2C1C=C1CCC21
gdb_41621,C1CC2C1C=C1COC21
gdb_41622,C1CC2C1N=C1OCC21
gdb_41623,C1NC2=NC3COC3C12
gdb_41624,C1OC2C1C=C1COC21
gdb_41625,C1OC2C1N=C1OCC21
gdb_41626,C1OC2C=C3COC3C12
gdb_41627,C1CC2C1CC1CCC21
gdb_41628,C1CC2C1CC1COC21
gdb_41629,C1CC2C1CC1OCC21
gdb_41630,C1CC2C1OC1CCC21
gdb_41631,C1CC2C1OC1COC21
gdb_41632,C1OC2C1CC1COC21
gdb_41633,C1OC2C1CC1OCC21
gdb_41634,C1OC2C1NC1COC21
gdb_41635,C1OC2C1OC1COC21
gdb_41636,C1OC2CC3OCC3C12
gdb_41637,C1CC2C3C4C(N24)C3=C1
gdb_41638,C1CC2C3C4C2C(=N1)N34
gdb_41639,C1CC2C3C4C3C(=C1)C24
gdb_41640,C1CC2C3C4N3C2C4=C1
gdb_41641,C1CN2C3C4C3C(=C1)C24
gdb_41642,C1OC2C3C4C3C(=C1)C24
gdb_41643,C1OC2C3C4N3C2C4=C1
gdb_41644,C1CC2C3C4C(C1)C2N34
gdb_41645,C1CC2C3C4C(C3O1)N24
gdb_41646,C1CC2C3C4C(O1)C2N34
gdb_41647,C1CC2C3C4C2C(C1)N34
gdb_41648,C1CC2C3C4C3C2C4C1
gdb_41649,C1CC2C3C4C3C2C4O1
gdb_41650,C1CN2C3C4C3C2C4O1
gdb_41651,C1OC2C3C4C(O1)C2N34
gdb_41652,C1OC2C3C4C3C2C4O1
gdb_41653,C1OCC2C3C4C(C13)N24
gdb_41654,C1OCC2C3C4C1C2N34
gdb_41655,C1OCC2C3C4C3C2C14
gdb_41656,C1OCC2C3C4C3N2C14
gdb_41657,C1CC2C3C4C1C2CN34
gdb_41658,C1CC2C3C4CC2C1C34
gdb_41659,C1CC2C3C4OC2C1C34
gdb_41660,C1CC2C3CC4C(C13)N24
gdb_41661,C1OC2C3C4C1C2CN34
gdb_41662,C1OC2C3C4CC2C1C34
gdb_41663,C1OC2C3C4CC2C1N34
gdb_41664,C1OC2C3C4OC2C1C34
gdb_41665,C1CC2C3C=CC(=C1)C23
gdb_41666,C1OC2C3C=CC(=C1)C23
gdb_41667,C1CC2C3C=CC(C1)C23
gdb_41668,C1CC2C3C=CC(O1)C23
gdb_41669,C1CC2C=CC3C(O1)C23
gdb_41670,C1CN2C3C=CC(O1)C23
gdb_41671,C1CN2C=NC3C(O1)C23
gdb_41672,C1OC2C3C=CC(O1)C23
gdb_41673,C1OCC2C=CC3C1C23
gdb_41674,C1OCC2C=CC3C1N23
gdb_41675,C1OCC2N=CN3C1C23
gdb_41676,C1CC2C3C=CC2C3C1
gdb_41677,C1CC2C3C=CC2C3O1
gdb_41678,C1CN2C3C=CC2C3O1
gdb_41679,C1OC2C3C=CC2C3O1
gdb_41680,C1OCC2C3C=CC2C13
gdb_41681,C1CC23CC=CC2C3O1
gdb_41682,C1CC23OC=NC2C3O1
gdb_41683,C1CC2C3C=CCC23C1
gdb_41684,C1CC2C3C=CCC23O1
gdb_41685,C1CC2C3N=COC23C1
gdb_41686,C1OC2C3C=CCC23O1
gdb_41687,C1OCC23CC=CC2C13
gdb_41688,C1OCC23CN=CN2C13
gdb_41689,C1OCC23OC=NC2C13
gdb_41690,C1CC2C1CC1CC2O1
gdb_41691,C1CC2C1OC1CN2C1
gdb_41692,C1CC2C3CC(C3)CC12
gdb_41693,C1CC2C3CC(C3)OC12
gdb_41694,C1OC2C1CC1CC2O1
gdb_41695,C1OC2C3CC(C3)CC12
gdb_41696,C1OC2C3CC(C3)OC12
gdb_41697,C1OC2CC3CC(C3)C12
gdb_41698,C1OC2CC3CC(O3)C12
gdb_41699,C1CC2C3CC1C2C=C3
gdb_41700,C1CC2C3OC1C2C=C3
gdb_41701,C1OC2C3CC1C2C=C3
gdb_41702,C1OC2C3OC1C2C=C3
gdb_41703,C1OC2CC3C=CC2C13
gdb_41704,C1OC2OC3C=CC2C13
gdb_41705,C1CC23C=CCC2C3O1
gdb_41706,C1CC23N=COC2C3O1
gdb_41707,C1CC2C3CC=CC23C1
gdb_41708,C1CC2C3CC=CC23O1
gdb_41709,C1CC2C3OC=NC23C1
gdb_41710,C1OC2C3CC=CC23O1
gdb_41711,C1OCC23C=CCC2C13
gdb_41712,C1OCC23C=CCN2C13
gdb_41713,C1OCC23N=COC2C13
gdb_41714,C1CC2C3CC=CC2C13
gdb_41715,C1CC2C3OC=NC2C13
gdb_41716,C1OC2C3CC=CC2C13
gdb_41717,C1OC2C3OC=NC2C13
gdb_41718,C1CC2C3CC1C2CO3
gdb_41719,C1CC2C3CCC2C1C3
gdb_41720,C1CC2C3CCC2C1O3
gdb_41721,C1CC2C3COC2C1C3
gdb_41722,C1CC2C3COC2C1O3
gdb_41723,C1CC2C3OCC2C1O3
gdb_41724,C1CN2CC3OCC2C13
gdb_41725,C1OC2C3CC1C2CO3
gdb_41726,C1OC2C3COC2C1C3
gdb_41727,C1OC2C3COC2C1N3
gdb_41728,C1OC2C3COC2C1O3
gdb_41729,C1OC2C3OCC2C1O3
gdb_41730,C1OC2CC3OCC2C13
gdb_41731,C1CC23CCOC2C3O1
gdb_41732,C1CC23COCC2C3O1
gdb_41733,C1CC23OCOC2C3O1
gdb_41734,C1CC2C3CCCC23C1
gdb_41735,C1CC2C3CCOC23C1
gdb_41736,C1CC2C3COCC23C1
gdb_41737,C1CC2C3COCC23O1
gdb_41738,C1CC2C3OCCC23C1
gdb_41739,C1CC23OCCC2C3O1
gdb_41740,C1CC2C3OCOC23C1
gdb_41741,C1CN2C3COCC23C1
gdb_41742,C1OC2C3COCC23O1
gdb_41743,C1OCC23COCC2C13
